p_partkey,p_name,p_mfgr,p_brand,p_type actual,p_size,p_container,p_retailprice,p_comment,p_type
1821,cream frosted deep almond steel,Manufacturer#2,Brand#25,ECONOMY POLISHED STEEL,39,JUMBO PKG,1722.82," the final, regu",24
1822,lawn honeydew mint spring hot,Manufacturer#3,Brand#33,MEDIUM POLISHED TIN,2,LG DRUM,1723.82,counts u,75
1823,lavender beige ivory forest indian,Manufacturer#5,Brand#55,ECONOMY POLISHED BRASS,24,MED BOX,1724.82, furio,21
1824,coral indian aquamarine peach honeydew,Manufacturer#5,Brand#54,STANDARD PLATED BRASS,1,SM BAG,1725.82," unusual, ",141
1825,brown firebrick dim blue peach,Manufacturer#5,Brand#55,MEDIUM ANODIZED TIN,27,WRAP PKG,1726.82,p express accounts. ,55
1826,aquamarine navy tan burlywood lawn,Manufacturer#5,Brand#55,PROMO POLISHED TIN,38,SM CASE,1727.82,struction,100
1827,beige steel chartreuse light chocolate,Manufacturer#5,Brand#52,PROMO PLATED STEEL,34,SM CAN,1728.82,express packages u,94
1828,saddle peru cream spring maroon,Manufacturer#1,Brand#14,MEDIUM BRUSHED COPPER,10,JUMBO BAG,1729.82,ts us,57
1829,chiffon lemon thistle puff ivory,Manufacturer#2,Brand#25,STANDARD ANODIZED NICKEL,25,LG CASE,1730.82, thrash sl,128
1830,burlywood hot ghost smoke spring,Manufacturer#2,Brand#21,ECONOMY ANODIZED STEEL,19,LG BOX,1731.83,hely fi,4
1831,pale red black forest chartreuse,Manufacturer#4,Brand#43,MEDIUM BURNISHED COPPER,37,MED PACK,1732.83,haggle furio,62
1832,pale cream orchid puff cyan,Manufacturer#4,Brand#43,STANDARD ANODIZED BRASS,3,LG PKG,1733.83,entiments are furiou,126
1833,drab khaki light red lavender,Manufacturer#4,Brand#42,LARGE BRUSHED TIN,17,SM BAG,1734.83,ular ideas are f,35
1834,coral violet tan orange drab,Manufacturer#3,Brand#35,PROMO BURNISHED NICKEL,29,JUMBO JAR,1735.83,ges hinder along the ,88
1835,spring drab tomato lemon antique,Manufacturer#3,Brand#34,ECONOMY PLATED STEEL,39,SM BOX,1736.83,struc,19
1836,antique brown chartreuse plum white,Manufacturer#4,Brand#43,SMALL BRUSHED TIN,4,MED BAG,1737.83, wake along,110
1837,navy lavender burlywood papaya ivory,Manufacturer#4,Brand#43,LARGE PLATED COPPER,10,SM JAR,1738.83,bout the special p,42
1838,papaya honeydew misty cornsilk dim,Manufacturer#4,Brand#45,SMALL BRUSHED BRASS,35,MED JAR,1739.83,onic dolphins ,106
1839,maroon cornflower orange coral orchid,Manufacturer#5,Brand#54,LARGE BRUSHED STEEL,5,LG DRUM,1740.83,aggle among the,34
1840,snow sky papaya brown midnight,Manufacturer#2,Brand#22,MEDIUM PLATED BRASS,49,MED CASE,1741.84, carefully,66
1841,yellow metallic moccasin gainsboro rosy,Manufacturer#4,Brand#41,LARGE BRUSHED TIN,35,WRAP JAR,1742.84,sly express theodoli,35
1842,powder magenta gainsboro chiffon coral,Manufacturer#1,Brand#15,STANDARD BRUSHED TIN,6,WRAP BAG,1743.84,uriously ironic reque,135
1843,chocolate burnished forest dim blush,Manufacturer#1,Brand#13,SMALL BURNISHED BRASS,45,WRAP CASE,1744.84,e the furio,111
1844,white orange rose maroon magenta,Manufacturer#4,Brand#41,PROMO BURNISHED STEEL,2,MED PACK,1745.84, carefull,89
1845,smoke misty snow azure peach,Manufacturer#5,Brand#51,SMALL PLATED BRASS,40,MED CASE,1746.84,s sleep accordi,116
1846,powder ghost thistle saddle drab,Manufacturer#1,Brand#15,STANDARD BURNISHED STEEL,45,JUMBO PKG,1747.84,"ress ideas. regular, ",139
1847,lemon antique salmon olive coral,Manufacturer#3,Brand#33,SMALL POLISHED COPPER,48,WRAP BOX,1748.84,ross the pending r,122
1848,sky navajo rose firebrick grey,Manufacturer#5,Brand#53,PROMO BRUSHED COPPER,11,JUMBO BOX,1749.84,"nding, final fox",82
1849,lawn floral chartreuse dim dark,Manufacturer#4,Brand#42,SMALL POLISHED TIN,24,MED PACK,1750.84,ly; fluffily even ,125
1850,sky goldenrod navy ivory lemon,Manufacturer#5,Brand#51,SMALL BURNISHED COPPER,1,SM PKG,1751.85,nts haggl,112
1851,honeydew beige green goldenrod dark,Manufacturer#3,Brand#34,MEDIUM BURNISHED NICKEL,3,JUMBO JAR,1752.85, blit,63
1852,orchid chiffon tomato smoke ghost,Manufacturer#5,Brand#52,ECONOMY PLATED TIN,23,LG CAN,1753.85,ly pending depo,20
1853,lemon misty navy lime cornflower,Manufacturer#4,Brand#44,MEDIUM PLATED TIN,34,WRAP PACK,1754.85,integrate sl,70
1854,indian metallic grey light blush,Manufacturer#2,Brand#24,PROMO POLISHED BRASS,14,WRAP PKG,1755.85,ual th,96
1855,wheat slate light rose chiffon,Manufacturer#2,Brand#21,MEDIUM ANODIZED TIN,9,MED CASE,1756.85,"ding, final accounts",55
1856,cyan tan grey rose seashell,Manufacturer#5,Brand#54,STANDARD BURNISHED COPPER,31,MED BAG,1757.85,nts nag ca,137
1857,aquamarine beige azure burnished moccasin,Manufacturer#1,Brand#13,STANDARD PLATED NICKEL,48,WRAP PACK,1758.85,es. furiously even ,143
1858,thistle dim khaki olive dodger,Manufacturer#2,Brand#24,ECONOMY POLISHED STEEL,15,WRAP CASE,1759.85,y by ,24
1859,lawn dim puff seashell smoke,Manufacturer#1,Brand#14,LARGE ANODIZED NICKEL,20,SM JAR,1760.85,o beans h,28
1860,cream smoke floral sienna blue,Manufacturer#5,Brand#55,LARGE ANODIZED TIN,26,SM BAG,1761.86,ts could solve,30
1861,violet brown sienna burnished blue,Manufacturer#1,Brand#11,PROMO ANODIZED BRASS,3,LG DRUM,1762.86,telet,76
1862,royal bisque brown frosted tan,Manufacturer#5,Brand#51,STANDARD POLISHED COPPER,8,MED JAR,1763.86,lyly regular depos,147
1863,cyan sienna saddle violet lemon,Manufacturer#5,Brand#54,ECONOMY POLISHED BRASS,49,JUMBO BOX,1764.86,. slyly final foxes ca,21
1864,almond hot papaya chiffon grey,Manufacturer#5,Brand#51,SMALL ANODIZED COPPER,20,JUMBO BAG,1765.86,hely special r,102
1865,ivory bisque indian hot rosy,Manufacturer#3,Brand#32,PROMO ANODIZED TIN,39,MED PACK,1766.86,n pinto beans. deposit,80
1866,misty blanched coral indian moccasin,Manufacturer#4,Brand#41,MEDIUM PLATED TIN,18,MED JAR,1767.86,rnis. speci,70
1867,lace lime deep burnished turquoise,Manufacturer#5,Brand#53,LARGE PLATED STEEL,49,WRAP CAN,1768.86, would wake against t,44
1868,peru red burnished chocolate deep,Manufacturer#3,Brand#32,ECONOMY BURNISHED STEEL,16,JUMBO JAR,1769.86,"egular, special ide",14
1869,gainsboro green dim burnished blanched,Manufacturer#2,Brand#25,SMALL ANODIZED STEEL,6,JUMBO DRUM,1770.86,posits affix furio,104
1870,red goldenrod metallic dodger khaki,Manufacturer#3,Brand#34,LARGE BURNISHED TIN,49,SM DRUM,1771.87,ronic requests boost,40
1871,medium deep khaki drab snow,Manufacturer#1,Brand#14,SMALL ANODIZED BRASS,21,JUMBO JAR,1772.87,ross the regul,101
1872,frosted goldenrod ghost plum turquoise,Manufacturer#2,Brand#22,LARGE BURNISHED TIN,45,WRAP CAN,1773.87,essly regular ,40
1873,blush slate pink light lime,Manufacturer#1,Brand#12,SMALL PLATED NICKEL,48,MED PACK,1774.87,arefully instructions.,118
1874,lime blush puff cornsilk dark,Manufacturer#2,Brand#25,PROMO PLATED NICKEL,3,SM BAG,1775.87, deposits sleep unu,93
1875,blue peach rose lace slate,Manufacturer#2,Brand#25,PROMO ANODIZED STEEL,26,MED CAN,1776.87,"le slyly unusual, re",79
1876,lime linen dark violet cornsilk,Manufacturer#5,Brand#51,PROMO BRUSHED STEEL,50,MED CASE,1777.87,ges integrate a,84
1877,lawn misty plum khaki navy,Manufacturer#5,Brand#54,MEDIUM BURNISHED BRASS,7,JUMBO PACK,1778.87,ter t,61
1878,lavender frosted indian rose ivory,Manufacturer#5,Brand#55,STANDARD BURNISHED TIN,10,MED BAG,1779.87, place,140
1879,sienna indian antique cornflower misty,Manufacturer#5,Brand#51,STANDARD BURNISHED STEEL,10,MED CAN,1780.87,ly blithely sp,139
1880,brown black rosy chocolate khaki,Manufacturer#3,Brand#34,ECONOMY ANODIZED NICKEL,27,SM PKG,1781.88,he furiously i,3
1881,floral firebrick drab dim blanched,Manufacturer#5,Brand#52,LARGE POLISHED NICKEL,41,LG BAG,1782.88,usly accordin,48
1882,burnished salmon orange orchid white,Manufacturer#4,Brand#42,LARGE POLISHED NICKEL,1,JUMBO BAG,1783.88, foxes. ir,48
1883,ivory powder cream moccasin blush,Manufacturer#3,Brand#35,LARGE BRUSHED COPPER,39,LG DRUM,1784.88,regular requests. even,32
1884,khaki black aquamarine indian green,Manufacturer#3,Brand#34,ECONOMY PLATED NICKEL,47,LG PKG,1785.88,"ily ironic, blith",18
1885,navajo azure sienna black indian,Manufacturer#3,Brand#32,LARGE BRUSHED BRASS,31,LG JAR,1786.88,iously a,31
1886,bisque rose tan forest red,Manufacturer#4,Brand#44,MEDIUM ANODIZED TIN,43,JUMBO DRUM,1787.88, slow platelets ,55
1887,firebrick aquamarine honeydew chocolate azure,Manufacturer#4,Brand#42,ECONOMY PLATED BRASS,46,WRAP BOX,1788.88, ironic accounts. fluf,16
1888,thistle frosted olive beige grey,Manufacturer#5,Brand#52,LARGE PLATED TIN,9,SM BAG,1789.88, slyly fi,45
1889,papaya grey light orchid cream,Manufacturer#4,Brand#41,PROMO ANODIZED NICKEL,35,LG BAG,1790.88,oss the special reque,78
1890,deep dodger lime magenta grey,Manufacturer#1,Brand#13,STANDARD BURNISHED NICKEL,35,JUMBO CAN,1791.89,ending,138
1891,rosy cornsilk white indian gainsboro,Manufacturer#4,Brand#41,PROMO BURNISHED COPPER,20,WRAP CAN,1792.89,about the ,87
1892,bisque plum ghost dark beige,Manufacturer#1,Brand#14,PROMO BRUSHED NICKEL,37,LG BOX,1793.89,ggle slyly. unu,83
1893,thistle blush lawn maroon drab,Manufacturer#5,Brand#52,MEDIUM BURNISHED BRASS,48,MED JAR,1794.89,thely abo,61
1894,khaki misty honeydew linen lemon,Manufacturer#4,Brand#42,ECONOMY BRUSHED COPPER,14,MED BAG,1795.89,dolite,7
1895,slate cornflower magenta spring drab,Manufacturer#2,Brand#25,MEDIUM BRUSHED TIN,4,WRAP PKG,1796.89,use slyly,60
1896,grey cornflower drab cyan puff,Manufacturer#2,Brand#23,MEDIUM BRUSHED TIN,40,SM DRUM,1797.89,yly ironic,60
1897,puff red tan violet magenta,Manufacturer#3,Brand#34,STANDARD BRUSHED TIN,19,JUMBO CASE,1798.89,ole blithely. furio,135
1898,navy magenta antique ivory sky,Manufacturer#4,Brand#41,MEDIUM BURNISHED STEEL,17,MED DRUM,1799.89,bold plate,64
1899,cyan mint powder blanched khaki,Manufacturer#2,Brand#21,MEDIUM BRUSHED NICKEL,26,SM BOX,1800.89,"ar, r",58
1900,frosted dim orchid deep forest,Manufacturer#1,Brand#11,MEDIUM BURNISHED COPPER,44,JUMBO CAN,1801.9,express requests.,62
1901,floral peach purple puff hot,Manufacturer#4,Brand#41,SMALL POLISHED COPPER,14,JUMBO CASE,1802.9,counts sn,122
1902,hot purple gainsboro cream chartreuse,Manufacturer#3,Brand#32,ECONOMY POLISHED NICKEL,12,SM PKG,1803.9,carefully requests,23
1903,lavender almond smoke misty slate,Manufacturer#4,Brand#45,SMALL BRUSHED COPPER,33,JUMBO CASE,1804.9,es wake regularly bold,107
1904,navajo beige lime chiffon goldenrod,Manufacturer#1,Brand#13,STANDARD ANODIZED STEEL,20,LG DRUM,1805.9,ross the s,129
1905,floral brown forest olive wheat,Manufacturer#5,Brand#54,PROMO BURNISHED STEEL,29,LG CAN,1806.9,uests wake ca,89
1906,burlywood green firebrick misty drab,Manufacturer#2,Brand#21,LARGE POLISHED STEEL,41,SM PKG,1807.9,accounts affix ,49
1907,hot chartreuse peach green maroon,Manufacturer#2,Brand#21,PROMO BURNISHED COPPER,19,WRAP BOX,1808.9,sts will h,87
1908,violet powder aquamarine coral blush,Manufacturer#4,Brand#41,ECONOMY PLATED NICKEL,37,JUMBO JAR,1809.9, brave,18
1909,cyan forest sienna hot orange,Manufacturer#4,Brand#45,STANDARD BRUSHED NICKEL,26,SM CASE,1810.9,er slyly for ,133
1910,linen turquoise dark puff wheat,Manufacturer#5,Brand#52,ECONOMY BURNISHED STEEL,36,WRAP CASE,1811.91,p quickly a,14
1911,magenta bisque dark green sky,Manufacturer#4,Brand#44,LARGE BURNISHED BRASS,38,WRAP BAG,1812.91,ronic de,36
1912,blanched cream sandy steel antique,Manufacturer#4,Brand#43,LARGE POLISHED NICKEL,2,JUMBO CAN,1813.91,"ts. unusual, r",48
1913,gainsboro powder midnight blue cream,Manufacturer#1,Brand#12,SMALL POLISHED STEEL,35,MED CASE,1814.91,gle against the fluff,124
1914,plum linen floral coral peru,Manufacturer#2,Brand#23,STANDARD PLATED BRASS,9,MED JAR,1815.91,ial deposits ,141
1915,red lemon pink rosy lavender,Manufacturer#1,Brand#11,ECONOMY BURNISHED NICKEL,49,MED BAG,1816.91,s cajole carefu,13
1916,cream seashell frosted medium blanched,Manufacturer#5,Brand#54,LARGE BURNISHED TIN,2,SM BOX,1817.91,ts use bl,40
1917,khaki maroon deep papaya saddle,Manufacturer#4,Brand#41,PROMO ANODIZED NICKEL,9,MED BOX,1818.91,wake quickly reg,78
1918,khaki spring wheat rosy bisque,Manufacturer#2,Brand#24,LARGE ANODIZED NICKEL,38,JUMBO BOX,1819.91, fluffily regular p,28
1919,moccasin forest chartreuse plum gainsboro,Manufacturer#3,Brand#32,SMALL BRUSHED STEEL,39,WRAP BOX,1820.91,hy ideas wil,109
1920,papaya blush wheat lace navy,Manufacturer#2,Brand#24,STANDARD POLISHED NICKEL,26,LG DRUM,1821.92,carefully against the ,148
1921,maroon beige olive lace purple,Manufacturer#4,Brand#45,LARGE BRUSHED STEEL,6,LG BOX,1822.92,unts are careful,34
1922,snow rose royal drab almond,Manufacturer#5,Brand#52,PROMO BRUSHED NICKEL,32,SM DRUM,1823.92,sts. ,83
1923,lavender blush dodger chiffon powder,Manufacturer#1,Brand#12,STANDARD BURNISHED STEEL,8,WRAP JAR,1824.92,ter the carefull,139
1924,chartreuse blush misty salmon spring,Manufacturer#4,Brand#42,MEDIUM ANODIZED STEEL,1,JUMBO CAN,1825.92,ts al,54
1925,gainsboro chiffon lawn navy spring,Manufacturer#4,Brand#43,PROMO ANODIZED COPPER,47,JUMBO BAG,1826.92, furiously slyl,77
1926,forest puff blue peru burnished,Manufacturer#3,Brand#34,PROMO BRUSHED STEEL,28,MED BOX,1827.92,blith,84
1927,magenta burnished khaki almond drab,Manufacturer#1,Brand#11,SMALL ANODIZED NICKEL,26,WRAP CASE,1828.92,against the reque,103
1928,lavender hot black dodger mint,Manufacturer#4,Brand#44,PROMO BURNISHED STEEL,13,LG DRUM,1829.92,kages by t,89
1929,midnight medium mint hot lace,Manufacturer#1,Brand#14,LARGE PLATED BRASS,17,LG DRUM,1830.92,he ideas,41
1930,spring deep bisque smoke ghost,Manufacturer#3,Brand#31,PROMO PLATED BRASS,5,WRAP BAG,1831.93," even, clos",91
1931,cyan ivory black misty papaya,Manufacturer#3,Brand#31,LARGE PLATED TIN,10,LG CAN,1832.93,regula,45
1932,metallic peach olive midnight maroon,Manufacturer#1,Brand#15,STANDARD BRUSHED NICKEL,31,SM DRUM,1833.93, boost ev,133
1933,sky blue peru violet sienna,Manufacturer#4,Brand#43,MEDIUM ANODIZED NICKEL,31,WRAP JAR,1834.93,thely even,53
1934,dodger violet olive blue light,Manufacturer#3,Brand#34,SMALL PLATED BRASS,33,LG DRUM,1835.93,ly pending notornis s,116
1935,peru white linen cornsilk chocolate,Manufacturer#1,Brand#11,STANDARD ANODIZED TIN,24,WRAP JAR,1836.93,l foxes boost fu,130
1936,thistle antique indian bisque azure,Manufacturer#2,Brand#23,ECONOMY BRUSHED TIN,1,SM JAR,1837.93,ckly ,10
1937,chocolate wheat tan yellow rose,Manufacturer#2,Brand#25,PROMO PLATED BRASS,35,SM BOX,1838.93,ously ironic ,91
1938,lime blue blush rose blanched,Manufacturer#4,Brand#43,STANDARD BRUSHED TIN,44,WRAP CAN,1839.93,count,135
1939,lace plum papaya beige almond,Manufacturer#2,Brand#21,STANDARD POLISHED TIN,7,SM JAR,1840.93,r dol,150
1940,almond azure yellow aquamarine spring,Manufacturer#3,Brand#35,SMALL BRUSHED NICKEL,26,MED PACK,1841.94,ular asymptotes. bl,108
1941,lemon chocolate azure blue thistle,Manufacturer#4,Brand#42,LARGE POLISHED BRASS,20,LG PACK,1842.94,gle furi,46
1942,gainsboro azure smoke chocolate light,Manufacturer#1,Brand#13,SMALL BURNISHED NICKEL,17,MED JAR,1843.94,ly around the regul,113
1943,blue antique steel chocolate almond,Manufacturer#4,Brand#43,SMALL ANODIZED COPPER,16,JUMBO JAR,1844.94,ic packages sl,102
1944,wheat powder white aquamarine peru,Manufacturer#1,Brand#11,ECONOMY BRUSHED STEEL,24,JUMBO BAG,1845.94,ar pint,9
1945,papaya navy beige thistle steel,Manufacturer#1,Brand#15,ECONOMY PLATED STEEL,45,LG PKG,1846.94,refully bold deposi,19
1946,burlywood saddle orchid bisque indian,Manufacturer#3,Brand#34,MEDIUM BURNISHED BRASS,32,SM PKG,1847.94,egrate slyly,61
1947,rose royal coral cyan pale,Manufacturer#5,Brand#55,PROMO BURNISHED TIN,18,MED CAN,1848.94,inal platelets. ,90
1948,dodger tan medium rose saddle,Manufacturer#2,Brand#21,STANDARD BRUSHED STEEL,41,SM DRUM,1849.94,es integrate qui,134
1949,hot maroon purple moccasin ghost,Manufacturer#2,Brand#23,PROMO BURNISHED BRASS,35,LG BAG,1850.94,ole slyly around th,86
1950,saddle antique chocolate light blush,Manufacturer#5,Brand#51,MEDIUM BRUSHED BRASS,48,MED CASE,1851.95,ular foxes affix slyly,56
1951,black ivory steel maroon antique,Manufacturer#4,Brand#43,LARGE PLATED TIN,24,WRAP BAG,1852.95,press accounts. ironic,45
1952,violet hot blush orchid maroon,Manufacturer#2,Brand#23,MEDIUM ANODIZED TIN,30,WRAP DRUM,1853.95,etect acc,55
1953,blush medium ghost snow tan,Manufacturer#5,Brand#51,SMALL BURNISHED NICKEL,33,SM PACK,1854.95,"old, reg",113
1954,forest sky pink tan plum,Manufacturer#4,Brand#43,STANDARD BRUSHED COPPER,24,WRAP CASE,1855.95,tes. b,132
1955,misty frosted sky black dim,Manufacturer#5,Brand#51,MEDIUM ANODIZED TIN,14,SM PACK,1856.95,"gifts. ironic, regul",55
1956,cornsilk sandy orchid salmon cornflower,Manufacturer#5,Brand#55,LARGE POLISHED TIN,42,WRAP DRUM,1857.95," beans. unusual, si",50
1957,magenta sandy mint powder turquoise,Manufacturer#3,Brand#33,PROMO POLISHED STEEL,9,WRAP DRUM,1858.95,theodolites ,99
1958,blue midnight honeydew bisque hot,Manufacturer#1,Brand#15,ECONOMY POLISHED COPPER,22,LG PACK,1859.95,xpress excuses. s,22
1959,salmon beige green midnight sandy,Manufacturer#3,Brand#34,LARGE ANODIZED NICKEL,47,SM BAG,1860.95,ly pe,28
1960,honeydew floral pink papaya metallic,Manufacturer#3,Brand#33,PROMO BURNISHED BRASS,30,SM BAG,1861.96,ithely s,86
1961,antique bisque steel misty linen,Manufacturer#2,Brand#21,MEDIUM BRUSHED BRASS,29,MED JAR,1862.96,g. furiously unusua,56
1962,goldenrod peach lace floral peru,Manufacturer#4,Brand#42,LARGE BRUSHED NICKEL,11,WRAP BOX,1863.96,ainst the quickly ,33
1963,burnished firebrick honeydew lawn orchid,Manufacturer#5,Brand#53,STANDARD BURNISHED COPPER,37,SM CASE,1864.96,ly. evenly pendin,137
1964,olive tomato burnished frosted orange,Manufacturer#2,Brand#25,STANDARD ANODIZED NICKEL,42,MED JAR,1865.96,e blithel,128
1965,light chocolate blanched brown spring,Manufacturer#1,Brand#13,STANDARD PLATED TIN,34,LG PKG,1866.96,st with the bl,145
1966,azure cornsilk tomato chartreuse burnished,Manufacturer#2,Brand#23,STANDARD BURNISHED TIN,40,JUMBO BOX,1867.96,s are furiously,140
1967,lime bisque chartreuse burlywood powder,Manufacturer#5,Brand#51,LARGE ANODIZED TIN,42,LG PACK,1868.96,", express dependenc",30
1968,aquamarine turquoise beige cornflower light,Manufacturer#5,Brand#54,STANDARD POLISHED NICKEL,26,JUMBO JAR,1869.96,uthlessly ,148
1969,blue navy azure black tan,Manufacturer#3,Brand#32,STANDARD POLISHED NICKEL,43,JUMBO BAG,1870.96,"ress, regula",148
1970,peru blue ghost cream hot,Manufacturer#5,Brand#54,ECONOMY PLATED TIN,50,WRAP JAR,1871.97, platelets wake b,20
1971,saddle red black honeydew brown,Manufacturer#4,Brand#43,SMALL BRUSHED TIN,10,MED BOX,1872.97,carefull,110
1972,frosted orange peru lime cornflower,Manufacturer#1,Brand#13,STANDARD BURNISHED BRASS,17,JUMBO PACK,1873.97,nding ac,136
1973,snow orchid lace almond cornsilk,Manufacturer#4,Brand#44,SMALL PLATED BRASS,13,SM JAR,1874.97,s. carefully iro,116
1974,chartreuse saddle violet hot burnished,Manufacturer#3,Brand#33,MEDIUM BURNISHED COPPER,14,JUMBO CAN,1875.97,osits. quickly e,62
1975,misty burnished pale cyan grey,Manufacturer#5,Brand#53,PROMO BRUSHED BRASS,6,MED JAR,1876.97,. eve,81
1976,drab blue dodger dim linen,Manufacturer#2,Brand#23,STANDARD POLISHED TIN,32,JUMBO BOX,1877.97,ounts caj,150
1977,cream indian yellow dodger dark,Manufacturer#4,Brand#41,ECONOMY ANODIZED COPPER,33,MED CAN,1878.97,ar requests. ca,2
1978,chiffon lace goldenrod metallic blush,Manufacturer#1,Brand#13,SMALL PLATED BRASS,44,LG DRUM,1879.97,ly pending pint,116
1979,khaki floral orchid burnished lime,Manufacturer#5,Brand#52,SMALL POLISHED COPPER,50,SM PKG,1880.97,es. blithel,122
1980,frosted thistle burnished orchid antique,Manufacturer#2,Brand#24,ECONOMY BRUSHED BRASS,13,WRAP PACK,1881.98,egular theodolites,6
1981,frosted azure peru brown snow,Manufacturer#4,Brand#44,MEDIUM BURNISHED NICKEL,23,SM BAG,1882.98, bold,63
1982,aquamarine wheat chocolate peru lace,Manufacturer#1,Brand#13,MEDIUM BURNISHED STEEL,18,SM BOX,1883.98,y players w,64
1983,deep bisque metallic salmon chiffon,Manufacturer#2,Brand#25,MEDIUM PLATED BRASS,22,WRAP CAN,1884.98,lly about the slyly,66
1984,lavender brown yellow sienna pink,Manufacturer#5,Brand#51,MEDIUM BRUSHED NICKEL,26,LG CAN,1885.98,ts integrate r,58
1985,magenta gainsboro navy rosy cyan,Manufacturer#1,Brand#12,ECONOMY PLATED BRASS,26,WRAP PACK,1886.98,tornis sleep aro,16
1986,goldenrod coral red chiffon blue,Manufacturer#3,Brand#33,PROMO PLATED TIN,49,LG BAG,1887.98,he ironic ,95
1987,peach moccasin deep khaki lime,Manufacturer#5,Brand#55,STANDARD ANODIZED STEEL,5,LG PACK,1888.98,s. carefully bold ide,129
1988,moccasin brown grey midnight orange,Manufacturer#5,Brand#51,SMALL BRUSHED COPPER,38,JUMBO BOX,1889.98,ar requests,107
1989,sienna chiffon saddle medium lime,Manufacturer#3,Brand#32,LARGE BURNISHED STEEL,15,WRAP BOX,1890.98,ully wi,39
